,title,doi,no_citations,in_dataset,year
676,Schistosome-derived omega-1 drives Th2 polarization by suppressing protein synthesis following internalization by the mannose receptor,10.1084/jem.20111381,1,No,2012
673,Regulation of pathogenesis and immunity in helminth infections,10.1084/jem.20091903,1,No,2009
674,Helminth secretions induce de novo T cell Foxp3 expression and regulatory function through the TGF-β pathway,10.1084/jem.20101074,1,No,2010
222,Overview and Clinical Presentation of Generalized Anxiety Disorder,10.1016/S0193-953X(05)70203-3,1,No,2001
230,Compositional and nutritional studies on two wild edible mushrooms from northwest Spain,10.1016/S0308-8146(01)00229-1,1,No,2001
229,Nutritional value of mushrooms widely consumed in Italy,10.1016/S0308-8146(00)00304-6,1,No,2001
228,Effects of the estrous cycle and ovarian hormones on behavioral indices of anxiety in female rats,10.1016/S0306-4530(96)00015-7,1,No,1996
227,Testing for unit roots in heterogeneous panels,10.1016/S0304-4076(03)00092-7,1,No,2003
226,Unit root tests in panel data: asymptotic and finite-sample properties,10.1016/S0304-4076(01)00098-7,1,No,2002
225,All-scale spatial analysis of ecological data by means of principal coordinates of neighbour matrices,10.1016/S0304-3800(01)00501-4,1,No,2002
224,"Women, poverty and common mental disorders in four restructuring societies",10.1016/S0277-9536(99)00208-7,1,No,1999
223,Mycology in ancient China,10.1016/S0269-915X(87)80040-X,1,No,1987
221,Conjugate Riedel deformation band shear zones,10.1016/S0191-8141(99)00140-6,1,No,2000
1,DSM-III-R Generalized Anxiety Disorder in the National Comorbidity Survey,10.1001/archpsyc.1994.03950050015002,1,No,1994
220,The nucleation and evolution of Riedel shear zones as deformation bands in porous sandstone,10.1016/S0191-8141(00)00183-8,1,No,2001
219,"Tectonic geomorphology in the Shanxi Graben System, northern China",10.1016/S0169-555X(97)00092-5,1,No,1998
218,Laser processing of sapphire with picosecond and sub-picosecond pulses,10.1016/S0169-4332(97)00218-3,1,No,1997
217,Cultivation of edible ectomycorrhizal mushrooms,10.1016/S0167-7799(03)00204-X,1,No,2003
216,Econometric policy evaluation: A critique,10.1016/S0167-2231(76)80003-6,1,No,1976
215,A follow-up study of DSM-III-R generalized anxiety disorder with syndromal and subsyndromal major depression,10.1016/S0165-0327(00)00168-3,1,No,2003
214,"Aging, executive control, and attention: a review of meta-analyses",10.1016/S0149-7634(02)00071-4,1,No,2002
213,AUTOIMMUNE DISEASE AND PARASITIC INFECTIONS IN NIGERIANS,10.1016/S0140-6736(68)90595-3,1,No,1968
231,Sterol and vitamin D2 contents in some wild and cultivated mushrooms,10.1016/S0308-8146(01)00275-8,1,No,2002
232,Nutritive value of popular wild edible mushrooms from northern Thailand,10.1016/S0308-8146(02)00595-2,1,No,2003
233,Commercial mushrooms: nutritional quality and effect of cooking,10.1016/S0308-8146(03)00202-4,1,No,2004
234,A review of trace element concentrations in edible mushrooms,10.1016/S0308-8146(99)00264-2,1,No,2000
251,"Symmetric tensor representations, quasimodular forms, and weak Jacobi forms",10.1016/j.aim.2015.10.005,1,No,2016
250,Skeletal function and structure: Implications for tissue-targeted therapeutics,10.1016/j.addr.2004.12.017,1,No,2005
249,Characterization of two-photon photopolymerization fabrication using high-speed optical diffraction tomography,10.1016/j.addma.2022.103293,1,No,2022
248,Working memory and inhibition across the adult life-span,10.1016/j.actpsy.2007.09.008,1,No,2008
247,Reinforcement of poly-l-lactic acid electrospun membranes with strontium borosilicate bioactive glasses for bone tissue engineering,10.1016/j.actbio.2016.08.042,1,No,2016
246,Silk fibroin as biomaterial for bone tissue engineering,10.1016/j.actbio.2015.09.005,1,No,2016
245,Fabrication and characterization of biomimetic collagen–apatite scaffolds with tunable structures for bone tissue engineering,10.1016/j.actbio.2013.03.038,1,No,2013
244,New nano-hydroxyapatite in bone defect regeneration: A histological study in rats,10.1016/j.aanat.2017.05.010,1,No,2017
243,"Repeated subcutaneous injections of IL12/23 p40 neutralising antibody, ustekinumab, in patients with relapsing-remitting multiple sclerosis: a phase II, double-blind, placebo-controlled, randomised, dose-ranging study",10.1016/S1474-4422(08)70173-X,1,No,2008
242,"Sedimentation of the Late Miocene Bahe Formation and its implications for stable environments adjacent to Qinling mountains in Shaanxi, China",10.1016/S1367-9120(03)00044-0,1,No,2003
241,The variant Arg110Gln of human IL-13 is associated with an immunologically hyper-reactive form of onchocerciasis (sowda),10.1016/S1286-4579(01)01507-6,1,No,2002
240,Alternative Macrophage Activation Is Essential for Survival during Schistosomiasis and Downmodulates T Helper 1 Responses and Immunopathology,10.1016/S1074-7613(04)00107-4,1,No,2004
239,"Oxazolone Colitis, a Th2 Colitis Model Resembling Ulcerative Colitis, Is Mediated by IL-13-Producing NK-T Cells",10.1016/S1074-7613(02)00453-3,1,No,2002
238,"IL-13, IL-4Rα, and Stat6 Are Required for the Expulsion of the Gastrointestinal Nematode Parasite Nippostrongylus brasiliensis",10.1016/S1074-7613(00)80477-X,1,No,1998
237,Non-volatile components of several medicinal mushrooms,10.1016/S0963-9969(01)00067-9,1,No,2001
236,Plasma fatty acid composition and incidence of coronary heart disease in middle aged adults: The Atherosclerosis Risk in Communities (ARIC) Study,10.1016/S0939-4753(03)80029-7,1,No,2003
235,Sliding drops on an inclined plane,10.1016/S0927-7757(02)00082-1,1,No,2002
212,The need for increasing organ donation among African Americans and Hispanic Americans: An overview,10.1016/S0099-1767(99)70124-8,1,No,1999
211,Automated seismic event location for hydrocarbon reservoirs,10.1016/S0098-3004(03)00088-8,1,No,2003
210,Occupational eosinophilic bronchitis without asthma: An unknown occupational airway disease,10.1016/S0091-6749(97)70286-0,1,No,1997
189,Reconstruction of conformal field theories from modular geometry on the torus,10.1016/0550-3213(89)90615-9,1,No,1989
187,Compositional studies on edible tropical species of mushrooms,10.1016/0308-8146(95)00044-J,1,No,1995
186,"Blood lipids of the small octopus, Octopus tehuelchus (mollusca, cephalopoda) at different stages of sexual maturation",10.1016/0300-9629(89)90367-8,1,No,1989
185,"Nutritional status and energy metabolism of crayfish (Procambarus clarkii, girard) muscle and hepatopancreas",10.1016/0300-9629(87)90050-8,1,No,1987
184,"The effect of starvation on the metabolism of the shore crab, Carcinus maenas",10.1016/0300-9629(73)90019-4,1,No,1973
183,The attributes diagram A geometrical framework for assessing the quality of probability forecasts,10.1016/0169-2070(86)90048-8,1,No,1986
182,Using spatial contiguity as prior information in vector autoregressive models,10.1016/0165-1765(94)00536-B,1,No,1995
181,Effect of unsaturated acids on membrane structure and enzyme kinetics,10.1016/0163-7827(84)90008-0,1,No,1984
180,Normal range and longitudinal blood chemistry and hematology values in juvenile and adult rhesus monkeys (Macaca mulatta),10.1016/0147-6513(81)90014-2,1,No,1981
179,Studies at phase interfaces. I. The sliding of liquid drops on solid surfaces and a theory for spray retention,10.1016/0095-8522(62)90011-9,1,No,1962
177,A theory of capillary condensation in the pores of sorbents and of other capillary phenomena taking into account the disjoining action of polymolecular liquid films,10.1016/0079-6816(92)90032-D,1,No,1992
176,"Neotectonic activity along the Shanxi rift system, China",10.1016/0040-1951(93)90180-R,1,No,1993
175,"Geodynamics of the Shanxi Rift system, China",10.1016/0040-1951(92)90353-8,1,No,1992
174,On the geotectonic nature of the Fen-Wei rift system,10.1016/0040-1951(87)90091-6,1,No,1987
173,Reorientation of inclusions by combination of pure shear and simple shear,10.1016/0040-1951(76)90176-1,1,No,1976
172,Sex differences in animal tests of anxiety,10.1016/0031-9384(91)90039-Q,1,No,1991
171,Three-dimensional structure determination of semi-transparent objects from holographic data,10.1016/0030-4018(69)90052-2,1,No,1969
170,Study of the double-resonance ionization spectrum of indium with emphasis on the resonance detection of photons,10.1016/0022-4073(93)90128-5,1,No,1993
188,On the classification of rational conformal field theories,10.1016/0370-2693(88)91765-0,1,No,1988
190,An investigation of the balance of charge exchange between Mg and Ar ions in the ICP,10.1016/0584-8547(91)80085-H,1,No,1991
209,"Working Memory, Comprehension, and Aging: A Review and a New View",10.1016/S0079-7421(08)60041-9,1,No,1988
191,Characteristics of late quaternary activity along the Southern Border Fault Zone of Weihe Graben Basin,10.1016/1040-6182(94)P3715-K,1,No,1995
208,"Changes in CD8 and CD4 lymphocyte subsets, T cell proliferation responses and non-survival in the very old: the Swedish longitudinal OCTO-immune study",10.1016/S0047-6374(97)00151-6,1,No,1998
207,"The conformation of diphenyl ether, sulphide and selenide",10.1016/S0040-4020(01)91780-6,1,No,1971
206,Seismic record of tectonic evolution and backarc rifting in the southern Ryukyu island arc system,10.1016/S0040-1951(98)00150-4,1,No,1998
205,"Extension in the graben systems around the Ordos (China), and its contribution to the extrusion tectonics of south China with respect to Gobi-Mongolia",10.1016/S0040-1951(97)00170-4,1,No,1998
204,"Tectonics of the Qinling (Central China): tectonostratigraphy, geochronology, and deformation history",10.1016/S0040-1951(03)00053-2,1,No,2003
203,Late Mesozoic and Cenozoic rifting and its dynamic setting in Eastern China and adjacent areas,10.1016/S0040-1951(01)00271-2,1,No,2002
202,Material-dependent and material-independent selection processes in the frontal and parietal lobes: an event-related fMRI investigation of response competition,10.1016/S0028-3932(03)00040-X,1,No,2003
201,High-dose oral dicloxacillin treatment of acute staphylococcal osteomyelitis in children,10.1016/S0022-3476(79)80049-9,1,No,1979
200,A SIMPLE METHOD FOR THE ISOLATION AND PURIFICATION OF TOTAL LIPIDES FROM ANIMAL TISSUES,10.1016/S0021-9258(18)64849-5,1,No,1957
199,Epidermal cell differentiation inhibitor ADP-ribosylates small GTP-binding proteins and induces hyperplasia of epidermis.,10.1016/S0021-9258(18)45923-6,1,No,1992
198,Genetics of susceptibility to human helminth infection,10.1016/S0020-7519(03)00175-9,1,No,2003
197,Uplift-driven climate change at 12 Ma: a long δ18O record from the NE margin of the Tibetan plateau,10.1016/S0012-821X(03)00383-2,1,No,2003
196,"Magnetostratigraphic record of the Late Miocene onset of the East Asian monsoon, and Pliocene uplift of northern Tibet",10.1016/S0012-821X(01)00281-3,1,No,2001
195,‘Minor GAD’: Characteristics of subsyndromal GAD in older adults,10.1016/S0005-7967(02)00130-4,1,No,2003
194,FIZZ1 Stimulation of Myofibroblast Differentiation,10.1016/S0002-9440(10)63218-X,1,No,2004
193,References,10.1016/B978-0-444-53868-0.50018-6,1,No,2012
192,Nutritional Value,10.1016/B978-0-12-168050-3.50012-8,1,No,1978
252,Associations Between Socioeconomic Status and Major Complications in Type 1 Diabetes: The Pittsburgh Epidemiology of Diabetes Complication (EDC) Study,10.1016/j.annepidem.2011.02.007,1,No,2011
253,Femtosecond versus nanosecond laser machining: comparison of induced stresses and structural changes in silicon wafers,10.1016/j.apsusc.2004.08.029,1,No,2005
254,"Laser-induced damage threshold of sapphire in nanosecond, picosecond and femtosecond regimes",10.1016/j.apsusc.2007.09.046,1,No,2007
316,Bio-composite scaffolds containing chitosan/nano-hydroxyapatite/nano-copper–zinc for bone tissue engineering,10.1016/j.ijbiomac.2011.11.013,1,No,2012
314,Effects of trophism on nutritional and nutraceutical potential of wild edible mushrooms,10.1016/j.foodres.2011.03.006,1,No,2011
313,A mini-review of chemical composition and nutritional value of edible wild-grown mushroom from China,10.1016/j.foodchem.2013.11.062,1,No,2014
312,Towards chemical and nutritional inventory of Portuguese wild edible mushrooms in different habitats,10.1016/j.foodchem.2011.07.057,1,No,2012
311,Chemical composition of wild edible mushrooms and antioxidant properties of their water soluble polysaccharidic and ethanolic fractions,10.1016/j.foodchem.2010.11.063,1,No,2011
310,Trace element contents in European species of wild growing edible mushrooms: A review for the period 2000–2009,10.1016/j.foodchem.2010.02.045,1,No,2010
309,Tocopherols composition of Portuguese wild mushrooms with antioxidant capacity,10.1016/j.foodchem.2009.09.025,1,No,2010
308,Determination of mineral contents of wild-grown edible mushrooms,10.1016/j.foodchem.2008.08.058,1,No,2009
307,Chemical composition and nutritional value of European species of wild growing mushrooms: A review,10.1016/j.foodchem.2008.07.077,1,No,2009
306,"Comparison of free amino acid, carbohydrates concentrations in Korean edible and medicinal mushrooms",10.1016/j.foodchem.2008.07.045,1,No,2009
305,"Fatty acid and sugar compositions, and nutritional value of five wild edible mushrooms from Northeast Portugal",10.1016/j.foodchem.2007.03.052,1,No,2007
304,Fatty acid composition in some wild edible mushrooms growing in the middle Black Sea region of Turkey,10.1016/j.foodchem.2005.08.017,1,No,2006
303,Nutritional value of edible wild mushrooms collected from the Khasi hills of Meghalaya,10.1016/j.foodchem.2004.03.042,1,No,2005
302,Amino acid composition of some Tanzanian wild mushrooms,10.1016/j.foodchem.2003.08.030,1,No,2004
301,Birefringence characteristics in sperm heads allow for the selection of reacted spermatozoa for intracytoplasmic sperm injection,10.1016/j.fertnstert.2008.10.024,1,No,2010
300,Chemical composition of five wild edible mushrooms collected from Southwest China and their antihyperglycemic and antioxidant activity,10.1016/j.fct.2012.01.023,1,No,2012
299,Chemical composition and nutritional value of the most widely appreciated cultivated mushrooms: An inter-species comparative study,10.1016/j.fct.2011.10.056,1,No,2012
298,Trichinella spiralis: Modulation of experimental autoimmune encephalomyelitis in DA rats,10.1016/j.exppara.2007.12.003,1,No,2008
315,A review of the current status of induced seismicity monitoring for hydraulic fracturing in unconventional tight oil and gas reservoirs,10.1016/j.fuel.2019.01.026,1,No,2019
317,Chitosan based biocomposite scaffolds for bone tissue engineering,10.1016/j.ijbiomac.2016.01.112,1,No,2016
296,Paleogene crustal extension in the eastern segment of the NE Tibetan plateau,10.1016/j.epsl.2019.02.036,1,No,2019
318,"Incorporation of zinc oxide nanoparticles into chitosan-collagen 3D porous scaffolds: Effect on morphology, mechanical properties and cytocompatibility of 3D porous scaffolds",10.1016/j.ijbiomac.2017.06.080,1,No,2017
335,Generalized models for advancing and receding contact angles of fakir droplets on pillared and pored surfaces,10.1016/j.jcis.2019.05.053,1,No,2019
334,Design and fabrication of a superhydrophobic glass surface with micro-network of nanopillars,10.1016/j.jcis.2011.04.047,1,No,2011
333,In situ synthesis of hydroxyapatite nanorods on graphene oxide nanosheets and their reinforcement in biopolymer scaffold,10.1016/j.jare.2021.03.009,1,No,2022
332,The relationship between trait vulnerability and anxiety and depressive diagnoses at long-term follow-up of Generalized Anxiety Disorder,10.1016/j.janxdis.2003.09.001,1,No,2004
331,Minority Organ Donation: The Power of an Educated Community,10.1016/j.jamcollsurg.2010.02.037,1,No,2010
330,Occupational asthma phenotypes identified by increased fractional exhaled nitric oxide after exposure to causal agents,10.1016/j.jaci.2014.08.017,1,No,2014
329,"Coassociations between IL10 polymorphisms, IL-10 production, helminth infection, and asthma/wheeze in an urban tropical population in Brazil",10.1016/j.jaci.2012.10.043,1,No,2013
328,"IgE, mast cells, basophils, and eosinophils",10.1016/j.jaci.2009.11.017,1,No,2010
327,Dendritic cells and other innate determinants of T helper cell polarisation,10.1016/j.it.2013.07.006,1,No,2013
326,Localizing age-related individual differences in a hierarchical structure,10.1016/j.intell.2004.07.003,1,No,2004
325,A novel document similarity measure based on earth mover’s distance,10.1016/j.ins.2007.02.045,1,No,2007
324,A nematode immunomodulator suppresses grass pollen-specific allergic responses by controlling excessive Th2 inflammation,10.1016/j.ijpara.2012.10.014,1,No,2013
323,Schistosoma mansoni infection reduces severity of collagen-induced arthritis via down-regulation of pro-inflammatory mediators,10.1016/j.ijpara.2008.08.007,1,No,2009
322,The roles of IL-10 and TGF-β in controlling IL-4 and IFN-γ production during experimental Fasciola hepatica infection,10.1016/j.ijpara.2008.05.008,1,No,2008
321,Coalescence of sessile droplets of varying viscosities for line printing,10.1016/j.ijmultiphaseflow.2013.06.004,1,No,2013
320,Light-based 3D bioprinting of bone tissue scaffolds with tunable mechanical properties and architecture from photocurable silk fibroin,10.1016/j.ijbiomac.2022.01.081,1,No,2022
319,"Nano-biocomposite scaffolds of chitosan, carboxymethyl cellulose and silver nanoparticle modified cellulose nanowhiskers for bone tissue engineering applications",10.1016/j.ijbiomac.2018.01.089,1,No,2018
297,The epidemiology of generalized anxiety disorder in Europe,10.1016/j.euroneuro.2005.04.010,1,No,2005
295,Seismic evidence for the North China plate underthrusting beneath northeastern Tibet and its implications for plateau growth,10.1016/j.epsl.2015.06.024,1,No,2015
255,Is flanker-based inhibition related to age? Identifying specific influences of individual differences on neurocognitive variables,10.1016/j.bandc.2010.02.003,1,No,2010
274,"Electrospun PHBV nanofibers containing HA and bredigite nanoparticles: Fabrication, characterization and evaluation of mechanical properties and bioactivity",10.1016/j.compscitech.2015.11.006,1,No,2015
272,Uphill airflow transport of drops on superhydrophobic inclines,10.1016/j.colcom.2015.06.001,1,No,2015
271,Susceptibility and immunity to helminth parasites,10.1016/j.coi.2012.06.003,1,No,2012
270,Early and Intensive Therapy for Management of Hyperglycemia and Cardiovascular Risk Factors in Patients With Type 2 Diabetes,10.1016/j.clinthera.2011.04.025,1,No,2011
269,Room-Temperature Methane Conversion by Graphene-Confined Single Iron Atoms,10.1016/j.chempr.2018.05.006,1,No,2018
268,Fundamentals and Challenges of Electrochemical CO2 Reduction Using Two-Dimensional Materials,10.1016/j.chempr.2017.09.009,1,No,2017
267,Supported Cobalt Polyphthalocyanine for High-Performance Electrocatalytic CO2 Reduction,10.1016/j.chempr.2017.08.002,1,No,2017
266,Multivariate analysis of elements content of Larch Bolete (Suillus grevillei) mushroom,10.1016/j.chemosphere.2008.07.055,1,No,2008
265,Osteoimmunomodulation mediating improved osteointegration by OGP-loaded cobalt-metal organic framework on titanium implants with antibacterial property,10.1016/j.cej.2021.130176,1,No,2021
264,Magnesium-organic framework-based stimuli-responsive systems that optimize the bone microenvironment for enhanced bone regeneration,10.1016/j.cej.2020.125241,1,No,2020
263,Two-dimensional porphyrin- and phthalocyanine-based covalent organic frameworks,10.1016/j.cclet.2016.05.020,1,No,2016
262,Helminths in human carcinogenesis,10.1016/j.canlet.2010.07.008,1,No,2011
261,Dual effect of strontium ranelate: Stimulation of osteoblast differentiation and inhibition of osteoclast formation and resorption in vitro,10.1016/j.bone.2007.08.043,1,No,2008
260,Electroactive composite scaffold with locally expressed osteoinductive factor for synergistic bone repair upon electrical stimulation,10.1016/j.biomaterials.2019.119617,1,No,2020
259,"Bone regeneration strategies: Engineered scaffolds, bioactive molecules and stem cells current stage and future perspectives",10.1016/j.biomaterials.2018.07.017,1,No,2018
258,Dual drug delivery system of teicoplanin and phenamil based on pH-sensitive silk fibroin/sodium alginate hydrogel scaffold for treating chronic bone infection,10.1016/j.bioadv.2022.213032,1,No,2022
257,Three-dimensional bioprinting of mesenchymal stem cells using an osteoinductive bioink containing alginate and BMP-2-loaded PLGA nanoparticles for bone tissue engineering,10.1016/j.bioadv.2022.212789,1,No,2022
256,Engineering PDA-coated CM-CS nanoparticles for photothermo-chemotherapy of osteosarcoma and bone regeneration,10.1016/j.bej.2021.108138,1,No,2021
273,Magnetic bioinspired micro/nanostructured composite scaffold for bone regeneration,10.1016/j.colsurfb.2018.11.003,1,No,2019
275,"The neural basis of semantic cognition: Converging evidence from neuropsychology, neuroimaging and TMS",10.1016/j.cortex.2012.10.008,1,No,2013
294,"Spatio-temporal evolution of aseismic slip along the Haiyuan fault, China: Implications for fault frictional properties",10.1016/j.epsl.2013.07.020,1,No,2013
276,Differing contributions of inferior prefrontal and anterior temporal cortex to concrete and abstract conceptual knowledge,10.1016/j.cortex.2014.09.001,1,No,2015
293,Early Cenozoic faulting of the northern Tibetan Plateau margin from apatite (U–Th)/He ages,10.1016/j.epsl.2010.04.051,1,No,2010
292,Seismic evidence for significant lateral variations in lithospheric thickness beneath the central and western North China Craton,10.1016/j.epsl.2009.06.022,1,No,2009
291,Rapid exhumation at ~8 Ma on the Liupan Shan thrust fault from apatite fission-track thermochronology: Implications for growth of the northeastern Tibetan Plateau margin,10.1016/j.epsl.2006.05.023,1,No,2006
290,Magnetostratigraphy and rock magnetism of the Neogene Kuitun He section (northwest China): implications for Late Cenozoic uplift of the Tianshan mountains,10.1016/j.epsl.2004.11.002,1,No,2005
289,GRASS GIS: A multi-purpose open source GIS,10.1016/j.envsoft.2011.11.014,1,No,2012
288,A Visual Technique for Web Pages Comparison,10.1016/j.entcs.2009.03.002,1,No,2009
287,Parent support for learning at school entry: Benefits for aggressive children in high-risk urban contexts,10.1016/j.ecresq.2014.12.003,1,No,2015
286,Involvement in Early Head Start home visiting services: Demographic predictors and relations to child and parent outcomes,10.1016/j.ecresq.2006.01.006,1,No,2006
285,Building successful home visitor–mother relationships and reaching program goals in two Early Head Start programs: A qualitative look at contributing factors,10.1016/j.ecresq.2006.01.005,1,No,2006
284,Spatial modelling: a comprehensive framework for principal coordinate analysis of neighbour matrices (PCNM),10.1016/j.ecolmodel.2006.02.015,1,No,2006
283,"Trace metal contents in wild edible mushrooms growing on serpentine and volcanic soils on the island of Lesvos, Greece",10.1016/j.ecoenv.2011.11.018,1,No,2012
282,"Cenozoic magnetostratigraphy of the Xining Basin, NE Tibetan Plateau, and its constraints on paleontological, sedimentological and tectonomorphological evolution",10.1016/j.earscirev.2019.01.021,1,No,2019
281,Impact of gender on relative rates of cardiovascular events in patients with diabetes,10.1016/j.diabet.2021.101226,1,No,2021
280,Socioeconomic inequalities and type 2 diabetes complications: A systematic review,10.1016/j.diabet.2019.11.001,1,No,2020
279,Perspectives on the role of nanotechnology in bone tissue engineering,10.1016/j.dental.2012.08.001,1,No,2013
278,Meta-analysis of therapeutic relationship variables in youth and family therapy: The evidence for different relationship variables in the child and adolescent treatment outcome literature,10.1016/j.cpr.2005.09.001,1,No,2006
277,The structural connectivity of higher order association cortices reflects human functional brain networks,10.1016/j.cortex.2016.08.011,1,No,2017
169,Calculated rotational transition probabilities for the A−X system of OH,10.1016/0022-4073(80)90006-0,1,No,1980
168,Measurements of temperatures and OH-concentrations in a lean methane-air flame using high-resolution laser-absorption spectroscopy,10.1016/0022-4073(78)90008-0,1,No,1978
167,The ultraviolet bands of OH Fundamental data,10.1016/0022-4073(62)90061-4,1,No,1962
62,Very high resolution interpolated climate surfaces for global land areas,10.1002/joc.1276,1,No,2005
60,"Enhanced osteogenic differentiation of mesenchymal stem cells on metal–organic framework based on copper, zinc, and imidazole coated poly‐<scp>l</scp>‐lactic acid nanofiber scaffolds",10.1002/jbm.a.36707,1,No,2019
59,A Mathematical Theory of Communication,10.1002/j.1538-7305.1948.tb01338.x,1,No,1948
58,Parental involvement in home visiting: Interpersonal predictors and correlates,10.1002/imhj.21322,1,No,2012
57,The helping relationship and program participation in early childhood home visiting,10.1002/imhj.20148,1,No,2007
56,Meta‐analysis of neuroimaging studies of the Wisconsin Card‐Sorting task and component processes,10.1002/hbm.20128,1,No,2005
55,"Yumen conglomerate ages in the South Ningxia Basin, north‐eastern Tibetan Plateau, as constrained by cosmogenic dating",10.1002/gj.3510,1,No,2020
54,Mesozoic to Cenozoic intracontinental deformation and dynamics of the North China Craton,10.1002/gj.2500,1,No,2013
53,"The effect of oyster mushroom (<i>Pleurotus ostreatus)</i>, its ethanolic extract and extraction residues on cholesterol levels in serum, lipoproteins and liver of rat",10.1002/food.19950390113,1,No,1995
52,Suppression of type 2 immunity and allergic airway inflammation by secreted products of the helminth<scp>H</scp>eligmosomoides polygyrus,10.1002/eji.201142161,1,No,2012
51,The <i>S. mansoni</i> glycoprotein ω‐1 induces Foxp3 expression in NOD mouse CD4<sup>+</sup> T cells,10.1002/eji.201141429,1,No,2011
50,Helminth‐induced CD19<sup>+</sup>CD23<sup>hi</sup> B cells modulate experimental allergic and autoimmune inflammation,10.1002/eji.200939721,1,No,2010
49,Role of T cell TGF‐β signaling in intestinal cytokine responses and helminthic immune modulation,10.1002/eji.200838956,1,No,2009
48,<i>Schistosoma mansoni</i> egg antigens induce Treg that participate in diabetes prevention in NOD mice,10.1002/eji.200838871,1,No,2009
47,Early recruitment of natural CD4<sup>+</sup>Foxp3<sup>+</sup> Treg cells by infective larvae determines the outcome of filarial infection,10.1002/eji.200838727,1,No,2009
46,IL‐10 suppressor activity and <i>ex vivo</i> Tr1 cell function are impaired in multiple sclerosis,10.1002/eji.200737271,1,No,2008
45,Immunopathology in schistosomiasis is controlled by antigen‐specific regulatory T cells primed in the presence of TLR2,10.1002/eji.200737063,1,No,2007
44,<i>Heligmosomoides polygyrus</i> inhibits established colitis in IL‐10‐deficient mice,10.1002/eji.200324833,1,No,2004
61,Neutrophil‐to‐Lymphocyte Ratio Positively Correlates to Age in Healthy Population,10.1002/jcla.21791,1,No,2015
63,A review of chemical composition and nutritional value of wild‐growing and cultivated mushrooms,10.1002/jsfa.5960,1,No,2013
42,Young adult patients with type 1 diabetes have a higher risk of mortality than those of similar age with type 2 diabetes: A nationwide analysis in Hungary,10.1002/dmrr.3190,1,No,2019
64,Ecological drivers of multiple facets of beta diversity in a lentic macroinvertebrate metacommunity,10.1002/lno.10577,1,No,2017
81,The Theory of Jacobi Forms,10.1007/978-1-4684-9162-3,1,No,1985
80,A Generalized Jacobi Theta Function and Quasimodular Forms,10.1007/978-1-4612-4264-2_6,1,No,1995
79,Stream Ecology,10.1007/978-1-4020-5583-6,1,No,2007
78,Cellular and Soluble Inflammatory Markers in Induced Sputum of Composting Plant Workers,10.1007/5584_2014_108,1,No,2014
77,Efficient Multi-party Computation over Rings,10.1007/3-540-39200-9_37,1,No,2003
76,Handbook of Ellipsometry,10.1007/3-540-27488-X,1,No,2005
75,Semigroup Crossed Products and the Toeplitz Algebras of Nonabelian Groups,10.1006/jfan.1996.0091,1,No,1996
74,Simulation of Droplet Motion on Low-Energy and Heterogeneous Surfaces,10.1006/jcis.1998.5448,1,No,1998
73,Trichuris muris: Host Intestinal Epithelial Cell Hyperproliferation during Chronic Infection Is Regulated by Interferon-γ,10.1006/expr.1999.4407,1,No,1999
72,The Organization of Semantic Memory: In Support of a Distributed Model,10.1006/brln.1999.2251,1,No,2000
71,A Factor of Inducing IgE from a Filarial Parasite Prevents Insulin-Dependent Diabetes Mellitus in Nonobese Diabetic Mice,10.1006/bbrc.2001.5471,1,No,2001
70,"Low‐temperature thermochronometry along the Kunlun and Haiyuan Faults, NE Tibetan Plateau: Evidence for kinematic change during late‐stage orogenesis",10.1002/tect.20072,1,No,2013
69,Advancing the Sociology of Empathy: A Proposal,10.1002/symb.306,1,No,2017
68,Stably stratified shear flow over low hills,10.1002/qj.49711448203,1,No,1988
67,Optimization of the electrospinning process variables for gelatin/silver nanoparticles/bioactive glass nanocomposites for bone tissue engineering,10.1002/pc.25545,1,No,2020
66,Immunosenescence of ageing,10.1002/path.2104,1,No,2007
65,Immobilization of carboxymethyl chitosan/laponite on polycaprolactone nanofibers as osteoinductive bone scaffolds,10.1002/pat.5128,1,No,2021
43,<i>Schistosoma mansoni</i> antigens modulate the activity of the innate immune response and prevent onset of type 1 diabetes,10.1002/eji.200323910,1,No,2003
41,Regionalization of the Recent Tectonic Stress Field in China and Adjacent Regions,10.1002/cjg2.3545,1,No,2004
83,International Investment Law and the Law of Armed Conflict,10.1007/978-3-030-10746-8,1,No,2019
20,"Variation in dental wear and tooth loss among known‐aged, older ring‐tailed lemurs (<i>Lemur catta</i>): a comparison between wild and captive individuals",10.1002/ajp.20846,1,No,2010
18,"Eosinophilic airway disease in a patient with a negative skin prick test, but a positive patch test with platinum salts ‐ implications for medical surveillance",10.1002/ajim.22482,1,No,2015
17,"Holographic Optical Elements for Augmented Reality: Principles, Present Status, and Future Perspectives",10.1002/adpr.202000049,1,No,2021
16,Shortening Focal Length of 100‐mm Aperture Flat Lens Based on Improved Sagnac Interferometer and Bifacial Liquid Crystal,10.1002/adom.202300127,1,No,2023
15,Optical Fourier Volumes: A Revisiting of Holographic Photopolymers and Photoaddressable Polymers,10.1002/adom.202201421,1,No,2022
14,Atomically Dispersed Transition Metals on Carbon Nanotubes with Ultrahigh Loading for Selective Electrochemical Carbon Dioxide Reduction,10.1002/adma.201706287,1,No,2018
13,The Dry‐Style Antifogging Properties of Mosquito Compound Eyes and Artificial Analogues Prepared by Soft Lithography,10.1002/adma.200601946,1,No,2007
